,Customer Name,Ratio Match,Ratio Score,Partial Ratio Match,Partial Score,Token Sort Match,Token Sort Score,Token Set Match,Token Set Score
458,FARLEE ROBINSON,,,,,,,,
459,JOHN JOHNSON,,,,,,,,
460,IMAD REHMANN,,,,,,,,
461,JAL KABA,,,,,,,,
462,HAFS QAZI,,,,,,,,
463,RAMADAN ZAIDI,,,,,,,,
464,QIYYAMA BALUCH,,,,,,,,
465,RABBI TAYLOR,,,,,,,,
466,VINCE WRIGHT,,,,,,,,
467,AYHAM KAMAL,,,,,,,,
468,WASAY HASHEMI,,,,,,,,
469,SAMAWAH MUSSA,,,,,,,,
470,NURIYAH NOURI,,,,,,,,
471,MUZHIR SHAM,,,HAMD ,86,,,,
472,UDAIL SANI,,,SANIA ,89,,,,
473,SUMMAYYAH SAFAR,,,,,,,,
474,AALIM PIRANI,,,,,,,,
475,TAYBAH HOSEIN,,,"KHAMENEI, MOJTABA; KHAMENEI, SAYYED MOJTABA HOSSEINI; ",85,,,,
476,ERROL TAYLOR,,,,,,,,
477,TITAN INDEMNITY COMPANY,,,,,,,,
478,KHUSHTAR DAJANI,,,,,,,,
479,ZEBEDEE DAVIES,,,,,,,,
480,"MUTUAL BENEFICIAL ASSOC, INC.",,,,,,,,
481,FINN TAYLOR,,,,,,,,
482,LORENZO GARCIA,,,,,,,,
483,SAMMAN AZAD,,,,,,,,
484,SAYID TABATABAI,,,,,,,,
485,"XL INSURANCE CO OF NY, INC.",,,,,,,,
486,ROLLAND JONES,,,,,,,,
487,RAWDAH HAMEED,,,,,,,,
488,GHALIB ARSHAD,,,PARSHAD ,86,,,,
489,NEILS TAYLOR,,,,,,,,
490,RAVI WILLIAMS,,,,,,,,
491,DORIAN TAYLOR,,,,,,,,
492,QASIM YOUSIF,,,,,,,,
493,SINAN DIA,,,,,,,,
494,TAMMY ROBERTS,,,,,,,,
495,SADAQAT HADI,,,,,,,,
496,OMAR ROBERTS,,,,,,,,
497,BART WILLIAMS,,,,,,,,
498,MOTAZ ABED,,,,,,,,
499,FAIQ JABOUR,,,OURA ,86,,,,
500,PRUDENTIAL INS CO OF AMERICA,,,,,,,,
501,ROBIN TAYLOR,,,,,,,,
502,ABDUL RAHMAN MOHAMMADI,,,"JAFFAR 'ALI, 'ABD AL-RAHMAN MUHAMMAD; JAFFIR, 'ABD AL-RAHMAN MUHAMMAD; JAFIR 'ALI, 'ABD AL-RAHMAN MUHAMMAD; JAFFIR ALI, ABD AL-RAHMAN; JAFFER ALI, ABDUL RAHMAN MOHAMED; JAFFAR, ABDULRAHMAN MOHAMMAD;  ABU MUHAMMAD AL-KHAL; ALI AL-KHAL.",91,,,,
503,ABDUL HAFEEZ SAAB,,,,,,,,
504,SA'IM ISMAIL,,,,,,,,
505,TEHZEEB DIN,,,,,,,,
506,SEAN WILSON,,,,,,,,
507,ABU BAKR KANAN,,,,,,,,
508,HIBBAAN ABDELRAHMAN,,,,,,,,
509,MUSTAJAB HAFEEZ,,,,,,,,
510,JOHANNA PATRICIA NEBALLOS BUENO,,,,,,,"CEBALLOS BUENO, JOHANNA PATRICIA ",97
511,CULBACANCUN CIGARS AND GIFT SHOPS,CUBACANCUN CIGARS AND GIFT SHOPS ,98,CUBACANCUN CIGARS AND GIFT SHOPS ,97,CUBACANCUN CIGARS AND GIFT SHOPS ,98,CUBACANCUN CIGARS AND GIFT SHOPS ,98
512,WAHIB BESHARA,,,,,,,,
513,FELIKE ROBERTS,,,,,,,,
514,MINUTEMAN CAFE,,,,,,,,
515,TAIMUR SAMARA,,,MARA ,100,,,,
516,SHEZAN NADERI,,,,,,,,
517,TAYSIR MOHIUDDIN,,,,,,,,
518,SENAIT NASR,,,,,,,,
519,UNIVERSAL UNDERWRITERS OF TX INS CO,,,,,,,,
520,GUADALUPE ORTIZ,,,,,,,,
521,KHAFID AYOUB,,,,,,,,
522,SALLY JONES,,,,,,,"JONES, SALLY-ANNE FRANCES; JONES, SALLY ANNE; HUSSAIN, SAKINAH;  AL-BRITANI, UMM HUSSAIN.",100
523,ABYAD IQBAL,,,,,,,,
524,ROSMUNDA EVANS,,,,,,,,
525,FAKHR MUHAMMED,,,,,,,,
526,KHALIL IBRAHIM AL ZAFIRI,,,"KHALIL, IBRAHIM MOHAMED; JASSEM, KHALIL IBRAHIM; MOHAMMAD, KHALIL IBRAHIM; AL ZAFIRI, KHALIL IBRAHIM; ",96,,,"KHALIL, IBRAHIM MOHAMED; JASSEM, KHALIL IBRAHIM; MOHAMMAD, KHALIL IBRAHIM; AL ZAFIRI, KHALIL IBRAHIM; ",100
527,SWISS RE LIFE & HEALTH AMERICA INC.,,,,,,,,
528,SWEDISH CHARITABLE AQSA EST.,,,AL-AQSA FOUNDATION; AL-AQSA SPANMAL STIFTELSE; AL-AQSA ASBL; AL-AQSA CHARITABLE FOUNDATION; AL-AQSA CHARITABLE ORGANIZATION; AL-AQSA E.V.; AL-AQSA INTERNATIONAL FOUNDATION; AL-AQSA ISLAMIC CHARITABLE SOCIETY; AL-AQSA SINABIL ESTABLISHMENT; AL-AQSA SPANM I STIFTELSE; AQSSA SOCIETY; AQSSA SOCIETY YEMEN; CHARITABLE AL-AQSA ESTABLISHMENT; CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA; FORENINGEN AL-AQSA; ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA; MU' ASA AL-AQSA AL-KHAYRIYYA; MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA; SANABIL AL-AQSA CHARITABLE FOUNDATION; STICHTING AL-AQSA; SWEDISH CHARITABLE AQSA EST.; NUSRAT AL-AQSA AL-SHARIF; ,100,,,AL-AQSA FOUNDATION; AL-AQSA SPANMAL STIFTELSE; AL-AQSA ASBL; AL-AQSA CHARITABLE FOUNDATION; AL-AQSA CHARITABLE ORGANIZATION; AL-AQSA E.V.; AL-AQSA INTERNATIONAL FOUNDATION; AL-AQSA ISLAMIC CHARITABLE SOCIETY; AL-AQSA SINABIL ESTABLISHMENT; AL-AQSA SPANM I STIFTELSE; AQSSA SOCIETY; AQSSA SOCIETY YEMEN; CHARITABLE AL-AQSA ESTABLISHMENT; CHARITABLE SOCIETY TO HELP THE NOBLE AL-AQSA; FORENINGEN AL-AQSA; ISLAMIC CHARITABLE SOCIETY FOR AL-AQSA; MU' ASA AL-AQSA AL-KHAYRIYYA; MU' ASSA SANABIL AL-AQSA AL-KHAYRIYYA; SANABIL AL-AQSA CHARITABLE FOUNDATION; STICHTING AL-AQSA; SWEDISH CHARITABLE AQSA EST.; NUSRAT AL-AQSA AL-SHARIF; ,100
529,FIKRI MASOOD,,,,,,,,
530,ATAUBAQ MALAK,,,,,,,,
531,MAXIM DAVIES,,,,,,,,
532,"ACCLARIS, INC.",,,,,,,,
533,ASHER TAYLOR,,,,,,,,
534,MASSMARK ADMINISTRATORS SRVS INC,,,,,,,,
535,ABDUS-SALAAM AYOOB,,,,,,,,
536,KERMY EDWARDS,,,,,,,,
537,MUSHARRAF SALMAN,,,,,,,,
538,GSFS RISK RETENTION GROUP,,,,,,,,
539,TOBIT WILLIAMS,,,,,,,,
540,TAMMIE WILSON,,,,,,,,
541,ELDRIDGE BROWN,,,,,,,,
542,TAMAM CAN,,,,,,,,
543,ABDUL KHALIQ MIAN,,,,,,,,
544,AYHAM AZAM,,,,,,,,
545,DILDAR HOSEIN,,,,,,,,
546,REYNARD BROWN,,,,,,,,
547,DUHA FARHAT,,,,,,,,
548,MATTY WRIGHT,,,,,,,,
549,FEDERAL LIFE INS CO (MUTUAL),,,,,,,,
550,R ANKO C ESIC,,,,,,,,
551,TAJ KAMAL,,,,,,,,
552,GUY GARCIA,,,,,,,,
553,DIYARI DIA,,,,,,,,
554,ABDUL MUTI LONE,,,,,,,,
555,WILFRED EVANS,,,,,,,,
556,SUBAYAH GALLA,,,,,,,,
557,NABIGHAH AYOOB,,,,,,,,
558,ANGEL INVESTIGATIONS ,,,,,,,,
559,MURRAY JONES,,,,,,,,
560,ELECTRIC INSURANCE COMPANY,,,,,,,,
561,ZANE SMITH,,,,,,,,
562,RAFAY BATEN,,,,,,,,
563,USAYD UDDIN,,,,,,,,
564,DELMER GIBSON,,,,,,,,
565,FAKEEH TAHERI,,,,,,,,
566,ZULEKHA RABBANI,,,ABBA ,100,,,,
567,AVELINE ROBINSON,,,,,,,,
568,ABDUL QAADIR MIAN,,,,,,,,
569,TRANSPORT INSURANCE CO,,,,,,,,
570,AJAX,,,,,,,,
571,CLAIBORNE WILSON,,,,,,,,
572,AMERICAN BANKERS LIFE ASSUR OF FL,,,ARIAN BANK ,90,,,,
573,MIHRAN MIAN,,,,,,,,
574,MAISON WILLIAMS,,,,,,,,
575,ELDON WILLIAMS,,,"BENAVIDES RONDON, WILLIAMS JOSE ",86,,,,
576,OSCORP ,,,,,,,,
577,KHASIB MASRI,,,,,,,,
578,MUSTAHSAN YOUSIF,,,,,,,,
579,JOSE HARRISON,,,,,,,,
580,SHANAZ NIAZI,,,,,,,,
581,GHASAAN FARRA,,,,,,,,
582,MORGANA GARCIA,,,,,,,,
583,LANNIE HARRISON,,,,,,,,
584,GUN HALL,,,,,,,,
585,JANAYA MCMILLAN,,,,,,,,
586,CENTRAL STATES INDEMNITY CO,,,,,,,,
587,SHAYMA GREISS,,,,,,,,
588,UBAYY HALLAL,,,,,,,,
589,ARLESDALE RAILWAY ,,,,,,,,
590,SHUJA JALIL,,,,,,,,
591,KHOURY RAHIMI,,,,,,,,
592,ZAHEER SAADEH,,,,,,,,
593,NABIL WAHBA,,,,,,,,
594,ELIHU WILLIAMS,,,,,,,,
595,WAJDI SINAI,,,,,,,,
596,AMAAN NAGI,,,,,,,,
597,LABIB JABARA,,,,,,,,
598,DAWLAT KHATOON SALAM,,,,,,,,
599,KATHARINA ROBERTS,,,,,,,,
600,SAHIL SARAH,,,,,,,,
601,EDDIE TAYLOR,,,,,,,,
602,JARRET HERNANDEZ,,,,,,,,
603,AQIL MASIH,,,,,,,,
604,AYBAK NAZIR,,,,,,,,
605,HAYAAT FIRMAN,,,,,,,,
606,YOSEMITE INSURANCE COMPANY,,,,,,,,
607,URFEE JAMIL,,,,,,,,
608,ABDUL-MU'IZZ BACCUS,,,,,,,,
609,ABDUL SAMI SALIM,,,,,,,,
610,AAMIRAH ISMAEL,,,,,,,"ISMAEL, ISMAEL ",100
611,STANFORD WILSON,,,,,,,,
612,KHAYR QADIR,,,,,,,,
613,IFTIKAR BANGURA,,,,,,,,
614,SHAHADAT MOGHADDAM,,,,,,,,
615,KAHIL SULAIMAN,,,,,,,,
616,KHADIJAH UDDIN,,,,,,,,
617,FRIEDRICK SMITH,,,,,,,,
618,ABDUL-MU'EID NOORI,,,,,,,,
619,RICHY SMITH,,,,,,,,
620,ABDUL-WAHHAB RASHED,,,,,,,,
621,SEUMAS SMITH,,,,,,,,
622,LANDMARK AMERICAN INSURANCE CO,,,,,,,,
623,TAWFIQ EBRAHIMI,,,,,,,,
624,WAQAAR WALI,,,,,,,,
625,HUMZA AMINI,,,,,,,,
626,FADILAH MAHFOUZ,,,,,,,,
627,SAFFANAH GREISS,,,,,,,,
628,"FIRST CARE, INC.",,,,,,,,
629,FATIH MIRZA,,,,,,,,
630,FAYEK HALIM,,,,,,,,
631,AMERICAN STATES PREFERRED INS CO,,,,,,,,
632,USAMAH HAFEEZ,,,,,,,,
633,IQTIDAR SALAAM,,,,,,,,
634,HUMAM WAHAB,,,,,,,,
635,DHAKWAN NASIR,,,,,,,,
636,GHALIYAH NOORI,,,,,,,,
637,AYAH ZAMAN,,,,,,,,
638,MUEEZ HADI,,,,,,,,
639,ABDUL JALIL KAMEL,,,,,,,,
640,RIKKI BROWN,,,,,,,,
641,GERRIE SMITH,,,,,,,,
642,JOHARA FARAG,,,,,,,,
643,CX REINSURANCE COMPANY LTD,,,,,,,,
644,ERICKA TAYLOR,,,,,,,,
645,JABIR YAMIN,,,,,,,,
646,BERTIE DAVIES,,,,,,,,
647,MUYASSAR KANAN,,,,,,,,
648,XL LIFE INSURANCE AND ANNUITY CO,,,,,,,,
649,WILLIAM SMITH,,,,,,,,
650,ANTARAH DAJANI,,,,,,,,
651,WAFI AZIZ,,,,,,,,
652,BAHA AL DIN HOSSAIN,,,,,,,,
653,FAROOQ BARI,,,,,,,,
654,SAQER HUSSEIN,,,"IBRAHIM, YASSER HUSSEIN; IBRAHIM, YASAR; IBRAHIM, YASSAR; ",85,,,,
655,U.S. UNDERWRITERS INS CO,,,,,,,,
656,SUWAYD HAMED,,,,,,,,
657,TOMMIE JENKINS,,,,,,,,
658,ZIAUD MATAR,,,,,,,,
659,TREVOR GREEN,,,,,,,,
660,BUHJAH PASHA,,,,,,,,
661,AARIFAH EBRAHIMI,,,,,,,,
662,ESRA WILLIAMS,,,"CONTRERAS, WILLIAN ANTONIO; CONTRERAS, WILLIAM; ",85,,,,
663,ARMAN JONES,,,,,,,,
664,ALI FEZATI,,,,,,,,
665,ARTAIR SMITH,,,,,,,,
666,RAHAL TURNER,,,,,,,,
667,FAHIMA JAFRI,,,,,,,,
668,MURSHID AWAN,,,,,,,,
669,TAMEEM RAFIQ,,,,,,,,
670,TRENTON TURNER,,,,,,,,
671,AIMAN RAHAMAN,,,"ROCHMAN, OMAN; RAHMAN, OMAN; ABDURRAHMAN AL-ARKHABILIY, ABU SULAIMAN AMAN; RAHMAN, AMAN ABDUL; ABDURAHMAN, AMAN; ABDURRACHMAN, AMAN; ABDULROHMAN, OMAN; ABDURRAHMAN, OMAN; ABDURRAHMAN, AMAN; ",85,,,,
672,CONSTANTIN BROWN,,,,,,,,
673,CHRISSIE BELL,,,BELLA ,89,,,,
674,YORK SANCHEZ,,,,,,,,
675,FARHAN RAHMAN,,,,,,,,
676,BOULOS MOUSTAFA,,,,,,,,
677,KHALEED ABOOD,,,,,,,,
678,GISELBERT TURNER,,,,,,,,
679,LELAH WILLIAMS,,,,,,,,
680,NIAGULAR,,,,,,,,
681,SENAIT FAYAD,,,,,,,,
682,NAZINDAH SALIH,,,,,,,,
683,COLORADO BANKERS LIFE INS CO,,,,,,,,
684,INGMAR WILLIAMS,,,,,,,,
685,MUZAKKIR NAIM,,,,,,,,
686,LUCILLE GARCIA,,,,,,,,
687,QANIT SABA,,,,,,,,
688,AWWAB BADIE,,,,,,,,
689,SUWAYD WAHBA,,,,,,,,
690,TONIA JONES,,,,,,,,
691,MARTYN WALKER,,,,,,,,
692,NATANIEL WHITE,,,,,,,,
693,KAMIL FARRAH,,,,,,,,
694,BARKAT SALADIN,,,,,,,,
695,FARAFISA KASSEM,,,,,,,,
696,SALOMON JONES,,,,,,,,
697,FAR HOWARD,,,,,,,,
698,GHAZZAL AZZI,,,,,,,,
699,MARIO BROWN,,,,,,,,
700,DORINCO REINSURANCE CO,,,,,,,,
701,FAWZI HALABY,,,,,,,,
702,FAREED HUDA,,,,,,,,
703,HAYAM SABER,,,,,,,,
704,ABDUL HAFEEZ BEYDOUN,,,,,,,,
705,WILLIE WILLIAMS,,,,,,,,
706,SHAMIL MANNAN,,,,,,,,
707,TIMMIE JAMES,,,,,,,,
708,MARILIN HILL,,,,,,,,
709,TALAT ABDO,,,TALA ,100,,,,
710,KETTY DAVIES,,,,,,,,
711,SA'IM SAYED,,,,,,,,
712,MUZAKKIR KOROMA,,,,,,,,
713,CHANDRA BROWN,,,,,,,,
714,EL EDWARDS,,,,,,,,
715,DOMINIC TAYLOR,,,,,,,,
716,ABDUS-SAMAD FARID,,,,,,,,
717,MUAYYAD AYUB,,,,,,,,
718,MAJDY KAISER,,,,,,,,
719,MUFTI YUSUF,,,,,,,,
720,ANTHONY WILLIAMS,,,,,,,,
721,LORAINE CLARKE,,,,,,,,
722,MUDABBIR HASSEN,,,,,,,,
723,DUKEY ROBERTS,,,,,,,,
724,ANDREW SMITH,,,,,,,,
725,SAIF MAJID,,,,,,,,
726,MALISSA JONES,,,,,,,,
727,LEONHARD SMITH,,,,,,,,
728,MU'AYYAD HAI,,,,,,,,
729,CLARINDA WILLIAMS,,,,,,,,
730,ZOHA MUSSA,,,,,,,,
731,NIZZAR SHARAF,,,,,,,,
732,ABDUL-QAIYOUM ARIF,,,,,,,,
733,WAY FORD,,,,,,,,
734,NASIB HARROUN,,,,,,,,
735,ALEX SMITH,,,,,,,,
736,SHAFIQ SALEHI,,,,,,,,
737,YALQOOT SAAH,,,,,,,,
738,LUDWIG BROWN,,,,,,,,
739,NAFASAT AZIZ,,,,,,,,
740,ZAKWAN NADERI,,,,,,,,
741,WYLMA WILLIAMS,,,,,,,,
742,SHAJEE SELIM,,,,,,,,
743,STAFFORD WRIGHT,,,,,,,,
744,ABDUL HAQQ ASLAM,,,,,,,,
745,SURAQAH WAHAB,,,,,,,,
746,CHAUNCEY BROWN,,,,,,,,
747,JARIYAH AKHTER,,,,,,,,
748,KYLEN WILLIAMS,,,,,,,,
749,DINA TAYLOR,,,,,,,,
750,EMPLOYERS INSURANCE CO OF WAUSAU,,,,,,,,
751,GRACE LOPEZ,,,,,,,,
752,HAYDER ABDI,,,,,,,,
753,MUHARREM KAMARA,,,MARA ,100,,,,
754,ZUTI MUSTAFA,,,,,,,,
755,ROMAIN COOPER,,,,,,,,
756,MA'ISAH MASOOD,,,,,,,"ALVI, MOHAMMAD MASOOD AZHAR; ESAH, WALI ADAM; AZHAR, MASUD; ISAH, WALI ADAM; ",88
757,HEBERT TAYLOR,,,,,,,,
758,ABDUL HAQQ BILAL,,,,,,,,
759,MOUNT VERNON FIRE INS CO,,,,,,,,
760,LEILA BROWN,,,,,,,,
761,WAHAB BADOUR,,,OURA ,86,,,,
762,MARLEAH ROBERTS,,,,,,,,
763,FELIX BROWN,,,,,,,,
764,GULSHAN SALAHUDDIN,,,,,,,,
765,BARAKAH SHAREEF,,,,,,,,
766,TARIQ HASHEM,,,,,,,,
767,NAJID TAWIL,,,,,,,,
768,ADIL ABDUL,,,"SAYADI, NABIL ABDUL SALAM  ABOU ZEINAB.",90,,,"BATARJEE, ADEL ABDUL JALIL IBRAHIM; AL-BATTARJEE, 'ADIL; BATTERJEE, ADEL; BATARJI, 'ADIL 'ABD AL JALIL; BATTERJEE, ADEL ABDUL JALEEL I.; ",100
769,HILARY JOHNSON,,,,,,,,
770,NORTHLAND INSURANCE CO,,,,,,,,
771,AASHIR BALUCH,,,"RASHID BALUCH, ABDUL; RASHID BALOCH, ABDUL; RASHID, MULLAH ABDUL; RASHID BAHRAWI, ABDUL; RASHID, QARI ABDUL; RASHID, HAFIZ ABDUL; RASHID, ABDUL; ",85,,,,
772,ROBERT PHILLIPS,,,,,,,,
773,"TRUST IMPORT-EXPORT, S.A.",,,,,,,"GLOBAL TECHNOLOGY IMPORT & EXPORT, S.A. (GTI) ",85
774,TAMAS ROBERTS,,,,,,,,
775,MUHAB NOORI,,,,,,,,
776,RASHAD RIZK,,,,,,,,
777,BILAL BEYDOUN,,,,,,,,
778,WATHEQ SHABAZZ,,,,,,,,
779,TOWNSEND KING,,,,,,,,
780,PARS MCS  ,,,PARS MCS; PARS MCS COMPANY; PARS MCS CO.; ,100,,,PARS MCS; PARS MCS COMPANY; PARS MCS CO.; ,100
781,ARSHAD BARAKAT,,,"BARAKAT, ASSAD AHMAD; BARAKAT, ASSAAD AHMAD; BARAKAT, ASSAD; BARAKAT, ASSAD AHMED MUHAMMAD; BARAKAT, ASSAD HASSAN; BARAKAT, JACH ASSAD AHMAD;  HAJJ ASAD AHMAD.",86,,,,
782,SHABIB. MATIN,,,,,,,,
783,CLAY SMITH,,,,,,,,
784,RAMZI NASRALLAH,,,,,,,,
785,ANTHIA CLARKE,,,,,,,,
786,UTHAL OMAR,,,,,,,,
787,RAGHIB SHEHATA,,,,,,,,
788,WILLIAM TAYLOR,,,,,,,,
789,MUSHEER SALMAN,,,,,,,,
790,COLONIAL PENN LIFE INSURANCE CO,,,,,,,,
791,NAWEL SALIM,,,,,,,,
792,SILVAIN SMITH,,,,,,,,
793,SAHL HAIDAR,,,,,,,"HAIDAR, ALI ",86
794,LURLENE SMITH,,,,,,,,
795,MUFAKKIR JAFRI,,,,,,,,
796,GHAZALAN KAMALI,,,,,,,,
797,HAMIL MORRIS,,,,,,,,
798,MARS INDUSTRIES ,,,SHAHID SATTARI INDUSTRIES ,87,,,,
799,ZAIN JAMAIL,,,,,,,,
800,ISIDORE HAMMOND,,,,,,,,
801,AMSAH HAMMOUD,,,,,,,,
802,GEOFF JOHNSON,,,,,,,,
803,FARID MOMIN,,,,,,,,
804,FREDRIKA PARKER,,,,,,,,
805,ABDUL SATTAR SALAMEH,,,,,,,,
806,HAMDAN VAZIRI,,,HAMD ,100,,,,
807,TIMOTHY JOHNSON,,,,,,,,
808,IMDAD COMMITTEE FOR ISLAMIC CHARITY,,,,,,,IMAM KHOMEINI RELIEF COMMITTEE (LEBANON BRANCH); IMAM KHOMEINI RELIEF ORGANIZATION; ISLAMIC CHARITY EMDAD; ISLAMIC EMDAD CHARITABLE COMMITTEE; COMITE ISLAMIQUE DAIDES ET DE BIEM LIBAN; IMAM KHOMEINY AID COMMITTEE; IMDAD ISLAMIC ASSOCIATION COMMITTEE FOR CHARITY; ISLAMIC CHARITY EMDAD COMMITTEE; EMDAD ASSISTANCE FOUNDATION; EMDAD COMMITTEE FOR ISLAMIC CHARITY; IMDAD COMMITTEE FOR ISLAMIC CHARITY; IMDAD ASSOCIATION OF THE ISLAMIC PHILANTHROPIC COMMITTEE; IMAM KHOMEINI SUPPORT COMMITTEE; IMAM KHOMEINI EMDAD COMMITTEE; IMAM KHOMEINI IMDAD COMMITTEE; KOMITE EMDAD EMAM; IMAM KHOMEINI FOUNDATION; KHOMEINI SOCIAL HELP COMMITTEE; KHOMEINI CHARITABLE FOUNDATION;  AL-IMDAD.,100
809,MUQATADIR BADDOUR,,,,,,,,
810,BARIR JAFRI,,,,,,,,
811,ING LIFE INSURANCE & ANNUITY CO,,,,,,,,
812,MTL INSURANCE COMPANY,MELLAT INSURANCE COMPANY ,89,MELLAT INSURANCE COMPANY ,90,MELLAT INSURANCE COMPANY ,89,IRAN INSURANCE COMPANY; BIMEH IRAN; ,89
813,FAKHTAH GHAFFARI,,,,,,,,
814,COMPANY NAME,,,KOREA HAEGUMGANG TRADING CORPORATION; KOREA RIMYONGSU TRADING CORPORATION; HAEGU'MGANG TRADING COMPANY; NAEGU'NGANG TRADING COMPANY; ,92,,,,
815,MASHHUD SARAH,,,,,,,,
816,AKHAS AMMAR,,,,,,,,
817,HARTFORD STEAM BOILER INSPECTION,,,,,,,,
818,ADEELA HAMMAD,,,"CHERRI, ADEL MOHAMAD; CHERRI, ADEL MOHAMMAD; SHIRRI, 'ADIL; ",85,,,,
819,HAWSHAB KALEEL,,,,,,,,
820,JOHNNIE COOK,,,,,,,,
821,URFEE MANSUR,,,,,,,,
822,JARIYAH AHMADI,,,,,,,,
823,BARTH ROBINSON,,,,,,,,
824,RAID SALIH,,,,,,,,
825,FEROZ ALI,,,,,,,,
826,YUSRI ASMAR,,,,,,,,
827,ANTHONY SMITH,,,,,,,,
828,TITO MILNE,,,,,,,,
829,SIDDRA ARSHAD,,,PARSHAD ,86,,,,
830,GULSHAN HUDA,,,,,,,,
831,GABY WARREN,,,,,,,,
832,WERNHER MILLER,,,,,,,,
833,JAMMIE SMITH,,,,,,,,
834,ABDUS-SHAKUR ABOUD,,,,,,,,
835,SADEEM LONE,,,,,,,,
836,ZAHID JABER,,,,,,,,
837,WALLIS MCINTOSH,,,,,,,,
838,FINA ATKINSON,,,,,,,,
839,AYSER SYLLA,,,,,,,,
840,FARASAT BANGURA,,,,,,,,
841,MANDIE WILLIAMS,,,,,,,,
842,AIDH HAIDAR,,,,,"HAIDAR, ALI ",86,"HAIDAR, ALI ",86
843,YAFI KHALID,,,,,,,"AL-MARFADI, KHALID; AL-YAFI'I, KHALID ABDALLAH SALAH AHMAD HUSSAYN AL-'UMARI AL-MARFADI; AL-YAFI'I, ABU ANAS; ",100
844,SAMUEL FLORES BORREGO,,,,,,,"FLORES BORREGO, SAMUEL  SAMUEL FLORES FLORES.",100
845,DAMURAH MAROUN,,,,,,,,
846,MANZOOR NIAZI,,,,,,,,
847,AMJAD BACHO,,,,,,,,
848,BERNARD JONES,,,,,,,,
849,KHALIL AL ALLAH NAIM,,,,,,,,
850,LUCILLE EDWARDS,,,,,,,,
851,FELIX JACKSON,,,,,,,,
852,RANI SULTAN,,,,,,,,
853,KHALEED SHAHIDI,,,,,,,,
854,AYRA BILAL,,,,,,,,
855,UZAYR HAMIDI,,,,,,,,
856,ANDREW SMITH,,,,,,,,
857,OGDON HUGHES,,,,,,,,
858,OTIS SMITH,,,,,,,,
859,ABDUL MUGHNI SIDDIQUI,,,,,,,,
860,ZAIN SHAKOOR,,,,,,,,
861,CESAR EDWARDS,,,,,,,,
862,ZORAH PEREZ,,,,,,,,
863,AZHAR GHAZAL,,,,,,,,
864,KHAZIN MUSTAFA,,,"KHAN, MUSTAFA HAJJI MUHAMMAD; GHUL, HASSAN; GUL, HASSAN; GUL, HASAN; MAHMUD, KHALID; SHAHJI, AHMAD; MUHAMMAD, MUSTAFA; AL-MADANI, ABU GHARIB;  ABU-SHAIMA; ABU-SHAYMA.",86,,,,
865,RUWAID MATIN,,,,,,,,
866,KELLIA JONES,,,,,,,,
867,CONROY EVANS,,,,,,,,
868,CINCINNATI INSURANCE CO,,,,,,,,
869,SHOLOM HARRIS,,,,,,,,
870,"U.S. RAIL INSURANCE CO, A RRG",,,,,,,,
871,ARLESDALE RAILWAY ,,,,,,,,
872,HARWILLL SMITH,,,,,,,,
873,SHALOM SMITH,,,,,,,,
874,DINAR FAWAZ,,,,,,,,
875,LEVI PAYNE,,,,,,,,
876,RAIDAH NOUR,,,OURA ,86,,,,
877,ABDUR-RAUF HUSSAIN,,,,,,,,
878,"U.S. CAPITAL ASSOCIATES, LLC",,,,,,,,
879,NIGHAT KAMEL,,,,,,,,
880,ZUMZUM NOORI,,,,,,,,
881,PPP - PREMIUM PAYMENT PLAN,,,,,,,,
882,SALMA JABARA,,,,,,,,
883,DAWLAH ABDOU,,,,,,,,
884,SAB KHATIB,,,,,,,,
885,TIAA-CREF LIFE INSURANCE CO,,,,,,,,
886,SHAMS SALAM,,,,,,,,
887,TAJUDINN SALAM,,,,,,,,
888,HIBBAAN HOSEIN,,,,,,,,
889,SULTAAN NAIM,,,,,,,,
890,ZAREENAH MOHAMAD,,,,,,,,
891,ISADOR JACKSON,,,,,,,,
892,UBAYY RAHAIM,,,,,,,,
893,RIFA'AH UDDIN,,,,,,,,
894,TACO GRANDE,,,,,,,,
895,RAINE CHAPMAN,,,,,,,,
896,QUANTUM AIRLINES ,,,,,,,,
897,QUINCY MOORE,,,,,,,,
898,PREFERRED PHYSICIANS MED RISK RRG,,,,,,,,
899,YAMAGUCHI-GUMI ,KOBE YAMAGUCHI-GUMI ,85,YAMAGUCHI-GUMI; SIXTH YAMAGUCHI-GUMI; ROKUDAIME YAMAGUCHI-GUMI; ,100,KOBE YAMAGUCHI-GUMI ,85,YAMAGUCHI-GUMI; SIXTH YAMAGUCHI-GUMI; ROKUDAIME YAMAGUCHI-GUMI; ,100
900,JUTHAMAH SAWAYA,,,,,,,,
901,PADRIAC JONES,,,,,,,,
902,KATEE WALKER,,,,,,,,
903,RAJAA ARSHAD,,,PARSHAD ,86,,,,
904,SAKHRAH MANNAN,,,,,,,,
905,BOULOS RADI,,,,,,,,
906,JAY DAVIES,,,,,,,,
907,INTIKHAB JAMA,,,,,,,,
908,FARIHA SALEM,,,,,,,,
909,DEALERS ASSURANCE COMPANY,,,,,,,,
910,RAD ROBINSON,,,,,,,,
911,DHAKIRAH MAHMUD,,,,,,,,
